TimeStep,TECH,BANK,PHARM,AUTO,OIL
66,155.49044006579064,51.98858934163207,103.22641970603617,45.14619088684838,50.41522832542946
67,154.8097179199592,52.314022553514306,97.21515897797686,44.67951840079576,49.65645995086461
68,169.9398330173283,50.80148765007985,93.38378404818226,44.250426401748285,47.28372129915989
69,165.0159072480028,51.282499335245504,93.25447760896078,45.35560660940652,45.99707226386956
70,164.0926428435098,50.758515950140634,93.12205356333938,44.547721771940765,46.20620595747247
71,162.28376316311505,51.236604898522884,92.02595623046231,43.0545192860582,46.1324494367973
72,163.14596986882785,50.2474328234082,90.57167239632462,43.60967334603502,46.13834510590982
73,157.69728239839196,48.72808015589086,83.95555631884544,44.637063665726764,43.27781949110903
74,155.3962435278307,46.65424180631817,80.09059892227837,43.35789859143003,44.388482162686394
75,158.2324768690927,47.774180101208465,82.91957992996211,43.51598863116245,47.91456939767802
76,159.09477182570006,47.1266394000448,86.52476939879607,42.02116881057454,48.80472042570353
77,152.93062872756553,47.14967657111875,94.02099681133899,43.167995065282916,49.02287667430795
78,159.65217858143905,46.34248851822937,95.03807862644062,44.00086383397204,49.30975857954574
79,165.9122031324204,46.641865301577525,103.20317132330565,43.330406325070996,48.69865350231126
80,170.15593647496692,46.667229398908646,111.08006185005729,41.506405194841676,48.78728650557471
81,166.54983735572085,47.125411876376646,109.86291773107202,40.45245596490879,46.691914799176665
82,170.52635041876286,48.06660891847926,102.55693722267485,40.80599940916572,47.96910397078129
83,174.90856019628254,48.96285252770765,94.07851896567149,41.76881104762621,49.50572981396905
84,178.01511042835958,50.00303778150652,89.95142263553511,41.79358557546745,47.36365599651365
85,176.8739437138678,50.36914507638467,85.6234800097646,44.11004994589936,48.89502734137152
86,183.37764312189336,50.99030541945311,85.68264029426875,42.87858501352749,49.86462327310486
87,190.45539165233583,51.36641873402832,80.71820658108496,44.0375224322084,50.86733827999986
88,185.61831177868416,53.86456631745299,82.54364476621399,42.70177675259612,51.010601390844236
89,179.16201974402253,54.136845283185174,88.51054454552015,44.7296812507981,48.95720455991146
90,176.16544259098774,53.93945358465447,85.4087961821772,44.07049974080453,51.58443412502185
91,171.63501448473613,55.56316823787212,87.21284715397273,43.79065529112032,49.48550126764984
92,171.7190454523037,58.777130247478745,91.71984645013977,44.124891167931764,50.21474178819877
93,173.21940034412142,60.86698980821215,92.68976260313511,43.56122262355,54.189681610067346
94,177.3400066707794,60.55004028341392,93.95176894531036,41.41436788879525,50.27735116456926
95,178.0068142936407,62.5001455158259,99.18001042317901,42.29861248687086,50.6118444413756
96,172.43347893621907,62.244261934305094,98.20293662802992,41.334316166654524,47.8098408417587
97,168.16788868534266,63.200572126359695,97.28450498831594,40.48700087506569,48.353567090481135
98,177.06353733851114,62.23162575454016,96.51955158293774,40.791939499710566,50.43093057133172
99,175.82409931761453,62.779725515651144,99.88576115455989,41.376822180089775,52.31521529254672
100,173.0523431865832,63.077900387310464,101.14487390783293,41.09330946088781,53.04789720081351
101,170.12084046518984,64.4561928473606,103.97132321938679,43.201153498546574,53.50781169880522
102,164.19654330397103,67.3220563887622,101.72850234001469,42.08352533139789,49.63772956812892
103,169.60767407661402,69.8411120443518,99.56184593804856,40.76367307611684,48.49425735951091
104,178.4113080115868,68.54922906747116,103.67392197252097,40.16202610902725,46.315325691198424
105,174.57251662891605,67.31988978216124,95.51780044424589,40.80997255120366,45.583488637549436
106,168.36967526093758,65.08350964489175,97.10089418129185,40.07379231622447,43.940634313957055
107,171.0874252500614,65.64911170679224,93.87813417093471,40.459414627074,42.30952902920224
108,166.6278750111554,66.9490794621224,97.17528415119568,42.582707769412856,42.762464524169076
109,159.4689380747347,66.18237423348597,93.82296070978964,42.67945292867923,43.74060188675336
110,160.91934421935753,67.70102433796761,93.2312790490204,42.55862935699604,42.966980059183676
111,159.8485715603779,67.09434749041657,97.47431741246898,43.51461895315487,45.14079470448981
112,165.70451074684058,68.3816179581947,103.46479709294329,42.44498441025894,43.272778331634456
113,164.00280763837895,68.05456242626572,104.58960777024625,43.73417026144013,44.054557899982306
114,161.67449177373064,69.21973856661505,99.86605584449129,43.53517963410742,43.4253135316585
115,164.05543941661202,69.31847455724174,95.71501205249801,43.934846875587816,45.35228116106807
116,160.8362128636066,70.80540806386522,91.34554195055836,44.88899572437841,45.31109747522344
117,158.48274372357548,70.96280391444884,91.03895744532853,45.3003812569464,40.066829876916266
118,159.22606409782423,74.57851797418122,93.5026502727384,42.804937465741496,40.42160157853789
119,152.69500067110633,76.29771174475317,87.57823673550897,45.05608491314374,41.54946484884104
120,150.5417016172043,72.69433370498436,86.58646042431208,44.2935652080265,41.637480397699576
121,151.05834117774978,72.8633012901813,85.36517030193984,44.96137551860047,40.11017255379221
122,153.39498987833863,71.79568248089608,87.25317075779965,46.010251223491565,39.54046585694712
123,156.03855133553034,73.04092027547651,93.22550721054627,45.301858627879,40.1279996052369
124,168.23959548517988,74.74741658054384,91.52505402450872,46.1007325699438,39.25810544835847
125,168.39686892791678,76.78628710414854,96.14336785929805,44.61924716561134,38.386050226906185
126,170.64442615034275,75.35549946602028,95.89175607563057,46.04746569386117,39.995174821101116
127,168.1277066068375,75.52973953903573,99.02732210525782,47.75200746464154,39.4901157732545
128,167.4154370220038,74.28475799468917,99.91355046235554,48.5021422362273,41.88355655636442
129,170.03001569993643,73.14641496312153,100.90034213431021,48.66009488725078,41.308667222672454
130,173.38991963824537,70.24423539850056,101.23057006407167,49.04789044650992,40.563244270108164
131,173.74390081731676,68.42921453463492,101.80158346538042,48.07648631797194,41.97348846304725
132,177.7109239529764,69.82327558499395,101.28652018648737,48.696912593051515,39.90027309622146
133,174.28806005317998,71.0745181257397,104.15432824915987,48.68710558619086,40.62116330403788
134,179.95883316517526,70.25360072628827,107.16923225447204,48.137233136621596,42.645238624802666
135,168.48591419331976,72.68971821047978,108.95976328702665,47.326063387709034,41.85931790895445
136,155.85433999707413,71.3360726463304,108.79391432301524,46.98098963808605,41.18358982303357
137,155.05999220903075,72.05130469693057,111.42180538735701,46.60146027879509,40.42860054337345
138,157.04658800807493,74.74274082598443,102.66627792949603,47.51260192211164,41.876427175721616
139,151.33652976477788,73.96084845227249,102.66418534685877,46.02186415901567,41.965294741296695
140,157.4388750846358,74.30331263932449,106.77007060857746,46.718998992063426,41.66064268336013
141,153.56015807677602,73.58514021033125,106.73123362528396,46.12291116267062,40.19342443389203
142,163.73097211123468,73.5280616281169,105.32797785280319,47.2304711204246,39.659550791078125
143,163.7825717589933,72.83811769061342,115.0946089356458,49.38817431160693,37.736377916873074
144,174.01817097215581,74.5470787944699,110.11587989694404,49.28382134139064,37.68925020232747
145,173.81016064113348,74.17688197807797,110.75635017982543,48.484797272098206,38.26925877880824
146,173.6566853233855,72.84892054132179,116.64959468016139,49.040539297532945,38.735181869769036
147,165.03104616876482,74.55567914084648,120.42751083899799,49.493650017199414,38.4171835738966
148,168.87254188094795,74.75515193574587,131.39848916270407,47.987009334821224,39.010657949323026
149,167.8634240822104,75.46943197982259,129.73938631107694,48.024886699038056,38.78478059329714
150,164.5058642989572,74.92438235447908,129.92478365833895,49.28398741614609,38.85921764163327
151,165.23391821053085,76.42687785543366,133.66154432921311,50.59233530098631,37.68554738245711
152,170.3962810435116,75.25949017968823,132.0641462515952,51.76339916697827,37.15155497085508
153,167.37099807647488,76.82505476583184,125.69897916672495,53.383793654043,37.39386422808484
154,160.1873099529066,76.97821028976932,124.05050531786249,53.65184741143426,36.50369382237757
155,157.2707969517184,75.16484747429364,121.60157771036167,53.12280322901821,36.839162235051205
156,156.12856059718163,73.15455986544512,115.42154577290015,53.78685116431932,35.191279177544615
157,154.29977117286475,72.52144794341274,125.15078868978142,55.53616703656889,34.7039771630812
158,157.99222940400344,74.40343945964709,128.4611489293729,54.838374780837206,33.33005050922888
159,162.48148507763068,72.819217933037,127.76133277469104,54.42586912878017,32.56651117608573
160,160.7498963460088,74.13761568468921,127.38581645709785,53.83782801033829,31.976406219233127
161,156.70769165679752,74.38634925998876,135.6740647253474,53.57041984660606,32.051072398453165
162,152.829942809423,72.80648052287063,138.3419388819335,54.89301505031471,32.221475895837294
163,152.32895548278734,75.02007602521374,139.7637821558821,55.58376071745723,31.200927888776874
164,150.5616658168951,76.4866414960062,138.7081615250195,53.21954429700714,30.414736512178752
165,146.36322760641258,76.00632880645162,136.1489094655229,50.51185489279262,31.484020009666914
166,146.74028424740942,74.19380834656629,127.4798665645895,48.43394145366594,32.61824697686407
167,144.28271019040923,75.50769023578295,124.15657693680934,47.91346575530129,34.05621855995436
168,146.30944320529807,76.05764250171396,126.61574384725975,47.87089798144793,33.731501790664275
169,151.51839004925583,76.50517619348516,121.84628400293427,46.87447585354192,34.08648487229537
170,154.46050669559395,75.97477811597092,116.12854898735488,47.11803942391572,35.900289085713275
171,151.36891116628345,75.4498683736664,113.76029625389538,48.34471607086824,36.415119748350556
172,151.3794511705815,74.55687054188994,114.37240215955573,49.571562326839306,36.516346374513894
173,152.33268285978255,73.17205602122688,117.05280157976566,50.66860407184289,36.687607519087855
174,158.99453976784022,72.81128311536835,124.41317098277379,50.26234560019012,36.054745787411434
175,159.18708095136964,76.9871318198299,124.46922486386566,50.26340769148037,36.64498221578044
176,153.9146896213445,77.66561084120636,119.86292438761012,50.07081270420617,36.16999799347012
177,155.6778452358366,76.32446443238713,112.47373730662294,50.30127232197217,34.78520654164454
178,163.18459010261398,76.32856228366815,116.32710455463271,50.7315165958288,34.3726853481109
179,169.02803891370755,77.53478354870332,115.7693630534235,49.50964878990258,33.975841392957484
180,178.15475925445904,81.32159252056891,120.9292779917118,49.10749975713507,35.03797354715422
181,173.9107434364841,80.69758419876152,119.24902838300058,48.266644427046316,35.93667291187189
182,175.3280191218651,78.61693900399027,115.25416518874934,47.75542968433158,37.798297521099606
183,165.9370313057475,79.44721911352731,124.2811338125068,46.420616966706284,37.42270747552078
184,167.89663730180305,79.5763937741735,114.47250368355196,48.24752277551395,35.63542405140513
185,166.5661848353191,81.42042261641957,118.5856685286987,48.56987267555011,36.803993131671376
186,167.3519053584165,82.68265380878704,124.13862039408525,49.076693492941416,39.49467895322066
187,173.78347979384597,81.56682413028585,124.66302722872086,50.30022217174814,39.68820663542923
188,174.09908756261729,81.96726646127021,123.81422324187044,52.12606487058751,41.476883599884296
189,176.21611931060968,79.3665417566073,123.69181249246058,54.43591406832013,43.01470255213369
190,173.66356198961697,79.11619777347914,122.68615718852286,55.39135923666581,44.29212722680878
191,177.47851540448696,80.5461225603903,128.44466362570117,54.10065110923801,44.22657234503816
192,178.95352111728428,76.55067181493287,124.79089156764412,53.99039640265308,43.386219963223404
193,177.30357370635397,76.9461358809906,120.8058240089768,55.80008667437931,44.08648366190257
194,168.6779276068112,77.04906608606784,126.6041473084433,55.60319534789784,45.19675446688875
195,167.6070874218202,75.53739792514995,121.57617696188352,56.56434228216689,43.7739071695501
196,169.13373250225735,75.2247206689657,123.43208923289562,58.00321207392194,46.41369986851962
197,160.4657844248161,76.4437192282434,123.00977542134171,58.59524561519212,45.423652071956866
198,158.94398347021917,76.2580119654514,119.11219345820146,58.18970017478834,45.90787109919499
199,159.56311130928117,74.49377119829728,112.79112354504383,57.510315162973384,46.72184500044002
200,166.6986261954681,74.14887671055442,120.1540492286329,55.94343919996356,46.3671993227249
